0,1
DB01129,DB01041
DB01048,DB01156
DB01156,DB01048
DB01083,DB01156
DB01156,DB01083
DB01095,DB01223
DB01223,DB01095
DB01095,DB01558
DB01558,DB01095
DB01129,DB01396
DB01396,DB01129
DB01132,DB01223
DB01223,DB01132
DB01156,DB01223
DB01223,DB01156
DB01156,DB01396
DB01396,DB01156
DB01156,DB01406
DB01406,DB01156
DB01156,DB01558
DB01558,DB01156
DB01223,DB01238
DB01238,DB01223
DB01223,DB01396
DB01396,DB01223
DB01223,DB01400
DB01400,DB01223
DB01223,DB01406
DB01406,DB01223
